Abstract,Link,Label
the tight correlation between galaxy bulges and their central black hole masses likely emerges in a phase of rapid collapse and starburst at high redshift due to the balance of gravity on gas with the feedback force from starbursts and the wind from the black hole the average gravity on per unit mass of gas is 2 x 1010 msec2 during the star burst phase this level of gravity could come from the real r1 cusps of cold dark matter cdm halos but the predicted gravity would have a large scatter due to dependence on cosmological parameters and formation histories better agreement is found with the gravity from the scalar field in some covariant versions of mond which can create the mirage of a newtonian effective dark halo of density pi r1 near the center where the characteristic surface density pi130alpha1 msun pc2 and alpha is a fundamental constant of order unity fixed by the lagrangian of the covariant theory if neglecting environmental effects we show with a toy analytical model and a hydrodynamical simulation that a constant background gravity due to mondteves scalar field implies a critical pressure synchronizing starbursts and the formation of galaxy bulges and ellipticals a universal threshold for the formation of the brightest regions of galaxies in a mondian universe suggests that the central bhs bulges and ellipticals would respect tight correlations like the mbulgembhsigma relations in general mond tends to produce tight correlations in galaxy properties because its effective halo has less freedom and scatter than cdm halos,http://arxiv.org/abs/0802.1073v3,Astronomy
smallquiescent black holes can be considered as candidates for the missing dark matter of the universeand as the core energy source of ball lightningby means of gravitational tunnelingdirected radiation is emitted from black holes in a process much attenuated from that of hawking radiationp sh which has proven elusive to detectgravitational tunneling emission is similar to electric field emission of electronsfrom a metal in that a second body is involved which lowers the barrier and gives the barrier a finite rather than infinite widthhawking deals with a single isolated black hole,http://arxiv.org/abs/astro-ph/0212251v1,Astronomy
we study the crosscorrelation between quasars and galaxies by embedding models for the formation and evolution of the two populations in cosmological nbody simulations we adopt the quasar evolution model of kauffmann haehnelt 2000 in which supermassive black holes are formed and fuelled during major mergers we define the bias parameter bqg as the ratio of the crosscorrelation function xiqg to the galaxy autocorrelation function xigg on scales larger than 1 h1 mpc the values of bqg predicted by our models at low redshift depend very little on galaxy selection they measure the characteristic mass of the dark matter halos that host quasars and can be used to estimate the typical quasar lifetime in current redshift surveys such measurements will constrain the lifetimes of low z quasars more accurately than measurements of the quasar autocorrelation function because galaxies have much higher space densities than quasars on scales smaller than 1 h1 mpc the main contribution to xiqg comes from quasargalaxy pairs in the same dark matter halo the amplitude of xiqg depends both on the location of the host galaxy and on the density profile of other galaxies within the halo as a result measurements on these scales yield information about the processes responsible for fuelling super massive black holes at high redshifts our models predict that quasars of fixed luminosity are located in less massive halos than at low redshift they are therefore less biased relative to galaxies of given luminosity or stellar mass we have used the simulations to calculate the evolution of the quasar auto correlation function we find that models with quasar lifetimes in the range 106107 years provide a good match to the results of the 2df qso survey,http://arxiv.org/abs/astro-ph/0108275v1,Astronomy
using very long baseline interferometry we have searched a sample of 300 compact radio sources for examples of multiple imaging produced by gravitational lensing no multiple images were found with separations in the angular range 1550 milliarcsec this null result allows us to place a limit on the cosmological abundance of intergalactic supermassive compact objects in the mass range sim 106 to sim 108modot such objects cannot make up more than sim 1 of the closure density 95 confidence a uniformly distributed population of supermassive black holes forming soon after the big bang do not therefore contribute significantly to the dark matter content of the universe,http://arxiv.org/abs/astro-ph/0101328v1,Astronomy
in popular cold dark matter cosmological scenarios stars may have first appeared in significant numbers around a redshift of 10 or so as the gas within protogalactic halos with virial temperatures in excess of 20000 k corresponding to masses comparable to those of presentday dwarf ellipticals cooled rapidly due to atomic processes and fragmented it is this second generation of subgalactic stellar systems aided perhaps by an early population of accreting black holes in their nuclei which may have generated the ultraviolet radiation and mechanical energy that ended the cosmic dark ages and reheated and reionized most of the hydrogen in the cosmos by a redshift of 6 the detailed history of the universe during and soon after these crucial formative stages depends on the powerspectrum of density fluctuations on small scales and on a complex network of poorly understood feedback mechanisms and is one of the missing link in galaxy formation and evolution studies the astrophysics of the epoch of first light is recorded in the thermal state ionization degree and chemical composition of the intergalactic medium the main repository of baryons at high redshifts,http://arxiv.org/abs/astro-ph/0208045v1,Astronomy
the first luminous objects in the concordance cosmology form by molecular hydrogen cooling in dark matter dominated halos of masses 106 msun we use eulerian adaptive mesh refinement simulations to demonstrate that in the presence of a large soft ultraviolet radiation background molecular hydrogen is the dominant coolant even for very large radiation backgrounds the halo masses that cool and collapse are up to two orders of magnitude smaller than the halos that cool via atomic hydrogen line cooling the abundance of cooling halos and the cosmic mass fraction contained within them depends exponentially on this critical mass scale consequently the majority of current models of cosmological reionization chemical evolution supermassive black hole formation and galaxy formation underestimate the number of star forming progenitors of a given system by orders of magnitude at the highest redshifts this disagreement is largest we also show that even in the absence of residual electrons collisional ionization in central shocks create a sufficient amount of electrons to form molecular hydrogen and cool the gas in halos of virial temperatures far below the atomic cooling limit,http://arxiv.org/abs/0707.2059v2,Astronomy
high resolution deep imaging surveys are instrumental in setting constraints on semianalytical structure formation models in cold dark matter cdm cosmologies we show here that the lack of unresolved bband dropouts with v 25 mag in the hubble deep field hdf appears to be inconsistent with the expected number of quasars if massive black holes form with a constant universal efficiency in all cdm halos to reconcile the models with the data a mechanism is needed that suppresses the formation of quasars in halos with circular velocities vcirc 5075 kms this feedback naturally arises due to the photoionization heating of the gas by the uv background we consider several alternative effects that would help reduce the quasar number counts and find that these can not alone account for the observed lack of detections if reddening by dust can be neglected at early epochs consistency with the optical data also requires that the luminous extent of dwarf galaxies at high redshifts be larger than a few percent of the virial radii of their dark matter halos in order not to overpredict the number of pointlike bband dropouts future deep observations in the j and h bands with nicmos might reveal several z 5 objects per field or provide even stronger constraints on the models than existing b v and i data,http://arxiv.org/abs/astro-ph/9805258v1,Astronomy
using the results of recent optical surveys we conclude that the it nondetection of quasars down to faint magnitudes implies a significant flattening of the high redshift z6 optical active galactic nuclei agn luminosity function for m1450247 we find that all the data are consistent with a faintend slope for the optical agn luminosity function of beta22 and beta28 at the 90 and 99 confidence level respectively flatter than the brightend slope of beta 32 we also show that xray deep surveys have probed even fainter magnitudes than the optical ones yielding more significant constraints on the shallow faintend slope of the optical luminosity function the inclusion of type ii agn candidates detected in the chandra deep fields hints towards an higher normalization for the total agn luminosity function if these sources lie at 5z 65 we then discuss simple theoretical models of agn formation and evolution in the context of cold dark matter cosmology the comparison with the total agn luminosity function favors a redshiftdependent relation between black hole and dark matter halo masses of the type mbhm haloalpha with 13 alpha 17 compatible with independent studies from statistical analysis and rotation curve measurements finally we compute the quasar contribution to reionization to be 9 at z6 up to 30 when integrated within 55 z65 significantly smaller than that from galaxies,http://arxiv.org/abs/astro-ph/0701515v2,Astronomy
we report on a calculation of the growth of the mass of supermassive black holes at galactic centers from dark matter and eddington limited baryonic accretion assuming that dark matter halos are made of fermions and harbor compact degenerate fermi balls of masses from 103modot to 106modot we find that dark matter accretion can boost the mass of seed black holes from about sim 5modot to 1034modot black holes which then grow by eddington limited baryonic accretion to supermassive black holes of 106 9modot we then show that the formation of the recently detected supermassive black hole of 3times 109modot at a redshift of z 641 in the quasar sdss j114816645251503 could be understood if the black hole completely consumes the degenerate fermi ball and then grows by eddington limited baryonic accretion in the context of this model we constrain the dark matter particle masses to be within the range from 12 rm kevc2 to about 450 rm kevc2 finally we investigate the black hole growth dependence on the formation time of the seed bh and on the mass of the seed bh we find that in order to fit the observed data point of mbh sim 3 times 109modot and z sim 641 dark matter accretion cannot start later than about 2 times 108 years and the seed bh cannot be greater than about 104modot our results are in full agreement with the wmap observations that indicate that the first onset of star formation might have occurred at a redshift of z sim 15 20 for other models of dark matter particle masses corresponding constraints may be derived from the growth of black holes in the center of galaxies,http://arxiv.org/abs/astro-ph/0403511v3,Astronomy
here we review the recent evidence for dark energy dark matter and black holes as components of an expanding universe for the vantage point of a nonexpert we speculate on a specific dm particle,http://arxiv.org/abs/astro-ph/0510024v1,Astronomy
the transition between the nearly smooth initial state of the universe and its clumpy state today occurred during the epoch when the first stars and lowluminosity quasars formed for cold dark matter cosmologies the radiation produced by the first baryonic objects is expected to ionize the universe at z1020 and consequently suppress by 10 the amplitude of microwave anisotropies on angular scales 10 degrees future microwave anisotropy satellites will be able to detect this signature the production and mixing of metals by an early population of stars provides a natural explanation to the metallicity 1 solar found in the intergalactic medium at redshifts z5 the next generation space telescope ngst will be able to image directly the first light from these stars with its njy sensitivity ngst is expected to detect 103 star clusters per square arcminute at z10 the brightest sources however might be early quasars the infrared flux from an eddington luminosity 106 solar mass black hole at z10 is 10 njy at 1 micron easily detectable with ngst the time it takes a black hole with a radiative efficiency of 10 to double its mass amounts to more than a tenth of the hubble time at z10 and so a fair fraction of all systems which harbor a central black hole at this redshift would appear active the redshift of all sources can be determined from the lymanlimit break in their spectrum which overlaps with the ngst wavelength regime 135 micron for 10z35 absorption spectra of the first generation of star clusters or quasars would reveal the reionization history of the universe the intergalactic medium might show a significant opacity to infrared sources at z10 due to dust produced by the first supernovae,http://arxiv.org/abs/astro-ph/9704290v1,Astronomy
although the population of luminous quasars rises and falls over a period of 109 years the typical lifetime of individual quasars is uncertain by several orders of magnitude we show that quasar clustering measurements can substantially narrow the range of possible lifetimes with the assumption that luminous quasars reside in the most massive host halos if quasars are longlived then they are rare phenomena that are highly biased with respect to the underlying dark matter while if they are shortlived they reside in more typical halos that are less strongly clustered for a given quasar lifetime we calculate the minimum host halo mass by matching the observed space density of quasars using the pressschechter approximation we use the results of mo white to calculate the clustering of these halos and hence of the quasars they contain as a function of quasar lifetime a lifetime of tq 4 x 107 years the efolding timescale of an eddington luminosity black hole with accretion efficiency eps01 corresponds to a quasar correlation length r0 10 mpch in lowdensity cosmological models at z23 this value is consistent with current clustering measurements but these have large uncertainties highprecision clustering measurements from the 2df and sloan quasar surveys will test our key assumption of a tight correlation between quasar luminosity and host halo mass and if this assumption holds then they should determine tq to a factor of three or better an accurate determination of the quasar lifetime will show whether supermassive black holes acquire most of their mass during highluminosity accretion and it will show whether the black holes in the nuclei of typical nearby galaxies were once the central engines of highluminosity quasars,http://arxiv.org/abs/astro-ph/0002384v2,Astronomy
we study the expected distribution of massive black hole mbh spins and its evolution with cosmic time in the context of hierarchical galaxy formation theories our model uses monte carlo realizations of the merger hierarchy in a lcdm cosmology coupled to semianalytical recipes to follow the merger history of dark matter halos the dynamics of the mbhs they host and their growth via gas accretion and binary coalescences the coalescence of comparable mass holes increases the spin of mbhs while the capture of smaller companions in randomlyoriented orbits acts to spin holes down we find that given the distribution of mbh binary mass ratios in hierarchical models binary coalescences alone do not lead to a systematic spinup or spindown of mbhs with time the spin distribution retains memory of its initial conditions by contrast because of the bardeenpetterson effect gas accretion via a thin disk tends to spin holes up even if the direction of the spin axis changes randomly in time in our models accretion dominates over black hole captures and efficiently spins holes up the spin distribution is heavily skewed towards fastrotating kerr holes is already in place at early epochs and does not change much below redshift 5 if accretion is via a thin disk about 70 of all mbhs are maximally rotating and have radiative efficiencies approaching 30 assuming a standard spinefficiency conversion even in the conservative case where accretion is via a geometrically thick disk about 80 of all mbhs have spin parameters am 08 and accretion efficiencies 12 rapidly spinning holes with high radiative efficiencies may satisfy constraints based on comparing the local mbh mass density with the mass density inferred from luminous quasars soltans argument,http://arxiv.org/abs/astro-ph/0410342v1,Astronomy
different studies show that dark matter of nonbaryonic origin might exist there have been experimental evidences that at least one form of dark matter has been detected through microlensing effects this form of dark matter is named machos massive astrophysical compact halo objects the macho collaboration estimated that the masses of these objects are to be in the range 015095 solar masses where the most probable mass is of 05 solar masses some authors argue that machos could be black holes and that they could form binary systems bhmacho binaries as is well known binary systems are sources of gravitational waves the brazilian spherical antenna will operate in the frequency band of 3034 khz sensitive to binaries of a pair of 05 solar mass black holes just before coalescing in the present work we study the detectability of these putative bhmacho binaries by the brazilian spherical antenna mario schenberg,http://arxiv.org/abs/astro-ph/0503109v1,Astronomy
the high sensitivity of upcoming spacebased gravitational wave detectors suggests the possibility that if halo dark matter were composed of primordial black holes pbhs with mass between 1016 g and 1020 g the gravitational interaction with detector test masses will lead to a detectable pulselike signal during the flyby for an improved version of the laser interferometer space antenna with a reduced acceleration noise at the lowend of its frequency spectrum we find an event rate with signaltonoise ratios greater than 5 of sim a few per decade involving black holes of mass sim 1017 g the detection rate improves significantly for second generation space based interferometers that are currently envisioned though these events must be distinguished from those involving perturbations due to nearearth asteroids while the presence of primordial black holes below a mass of sim 1016 g is now constrained based on the radiation released during their evaporation the gravitational wave detectors will extend the study of pbhs to a several orders of magnitude higher masses,http://arxiv.org/abs/astro-ph/0405216v1,Astronomy
the processes are investigated by which gas loses its angular momentum during the protogalactic collapse phase leading to disk galaxies that are too compact with respect to the observations highresolution nbodysph simulations in a cosmological context are presented including cold gas and dark matter a halo with quiet merging activity since z38 and with a high spin parameter is analysed that should be an ideal candidate for the formation of an extended galactic disk we show that the gas and the dark matter have similar specific angular momenta until a merger event occurs at z2 with a mass ratio of 51 all the gas involved in the merger loses a substantial fraction of its specific angular momentum due to tidal torques and falls quickly into the center dynamical friction plays a minor rolein contrast to previous claims in fact after this event a new extended disk begins to form from gas that was not involved in the 51 merger event and that falls in subsequently we argue that the angular momentum problem of disk galaxy formation is a merger problem in cold dark matter cosmology substantial mergers with mass ratios of 11 to 61 are expected to occur in almost all galaxies we suggest that energetic feedback processes could in principle solve this problem however only if the heating occurs at the time or shortly before the last substantial merger event good candidates for such a coordinated feedback would be a mergertriggered star burst or central black hole heating if a large fraction of the low angular momentum gas would be ejected as a result of these processes latetype galaxies could form with a dominant extended disk component resulting from late infall a small bulgetodisk ratio and a low baryon fraction in agreement with observations,http://arxiv.org/abs/astro-ph/0602005v1,Astronomy
we have used gadget2 to simulate the formation of an elliptical galaxy in a cosmological dark matter halo with mass 3x1012msunh using a stellar population synthesis model has allowed us to compute magnitudes colours and surface brightness profiles we have included a model to follow the growth of a central black hole and we have compared the results of simulations with and without feedback from agns we have studied the interplay between cold gas accretion and merging in the development of galactic morphologies the link between colour and morphology evolution the effect of agn feedback on the photometry of early type galaxies the redshift evolution in the properties of quasar hosts and the impact of agn winds on the chemical enrichment of the intergalactic medium igm we have found that the early phases of galaxy formation are driven by the accretion of cold filamentary flows which form a disc at the centre of the dark matter halo when the dark matter halo is sufficiently massive to support the propagation of a stable shock cold accretion is shut down and the star formation rate begins to decline mergers transform the disc into an elliptical galaxy but also bring gas into the galaxy without a mechanism that removes gas from the merger remnants the galaxy ends up with blue colours atypical for its elliptical morphology agn feedback can solve this problem even with a fairly low heating efficiency we have also demonstrated that agn winds are potentially important for the metal enrichment of the igm a high redshiftabridged,http://arxiv.org/abs/0712.3289v2,Astronomy
if dark matter in the form of compact objects comprises a large fraction of the mass of the universe then gravitational lensing effects on gammaray bursts are expected we utilize batse and ulysses data to search for lenses of different mass ranges which cause lensing in the milli pico and femto regimes null results are used to set weak limits on the cosmological abundance of compact objects in mass ranges from 1016 to 109 modot a stronger limit is found for a much discussed omega 015 universe dominated by black holes of masses sim 1065 modot which is ruled out at the sim 90 confidence level,http://arxiv.org/abs/astro-ph/9810391v2,Astronomy
in popular cold dark matter cosmological scenarios stars may have first appeared in significant numbers around a redshift of 10 or so as the gas within protogalactic halos with virial temperatures in excess of 20000 k corresponding to masses comparable to those of presentday dwarf ellipticals cooled rapidly due to atomic processes and fragmented it is this second generation of subgalactic stellar systems aided perhaps by an early population of accreting black holes in their nuclei which may have generated the ultraviolet radiation and mechanical energy that ended the cosmic dark ages and reheated and reionized most of the hydrogen in the universe by a redshift of 6 the detailed history of the universe during and soon after these crucial formative stages depends on the powerspectrum of density fluctuations on small scales and on a complex network of poorly understood feedback mechanisms and is one of the missing link in galaxy formation and evolution studies the astrophysics of the epoch of first light is recorded in the thermal state ionization degree and chemical composition of the intergalactic medium the main repository of baryons at high redshifts,http://arxiv.org/abs/astro-ph/0212555v1,Astronomy
we place new constraints on sources of ionizing and resonance radiation at the epoch of the recombination process using the recent cmb temperature and polarization spectra coming from wmap we find that nonstandard recombination scenarios are still consistent with the current data in light of this we study the impact that such models can have on the determination of several cosmological parameters in particular the constraints on curvature and baryon density appear to be weakly affected by a modified recombination scheme however it may affect the current wmap constraints on inflationary parameters like the spectral index and its running physically motivated models like those based on primordial black hole or super heavy dark matter decay are able to provide a good fit to the current data future observations in both temperature and polarization will be needed to more stringently test these models,http://arxiv.org/abs/astro-ph/0306357v2,Astronomy
in this paper i review the main topics on the energetic universe that have been put forward as main science goals in the cosmic vision 20152025 exercise i discuss the study of matter under extreme conditions both under strong gravity and at ultrahigh densities the cosmology of baryons assembly of ordinary matter in darkmatter dominated structures and the creation of heavy elements and the coeval growth of supermassive black holes and stars in galaxies along cosmic history most of these topics can be addressed with a largeaperture deep universe xray space observatory that can be flown soon after 2015 complemented by gravitational wave observatories lisa a focussing gammaray observatory a far infrared highsensitivity observatory and an xray survey telescope,http://arxiv.org/abs/astro-ph/0508209v1,Astronomy
the supermassive short period black hole binary oj287 is discussed as a new precision testing ground for general relativity and alternate gravity theories like in the case of binary pulsars the relativistic gravity effects are considerably larger than in the solar system for instance the observed orbital precession is forty degrees per period the gravitational radiation energy losses are comparable to typical blazar electromagnetic radiation emission and it is about ten orders larger than that of the binary pulsar with significant orbit shrinking already apparent in the light curves this already tests einstein gravity to a few percent for objects at cosmological distances constraints on alternate gravity theories as well as possible detection of long term effects of dark matter and dark energy on this system are described,http://arxiv.org/abs/0803.2077v1,Astronomy
the braneworld description of our universe entails a large extra dimension and a fundamental scale of gravity that might be lower by several orders of magnitude compared to the planck scale an interesting consequence of the braneworld scenario is in the nature of spherically symmetric vacuum solutions to the brane gravitational field equations which could represent black holes with properties quite distinct compared to ordinary black holes in 4dimensions we discuss certain key features of some braneworld black hole geometries such black holes are likely to have diverse cosmological and astrophysical ramifications the cosmological evolution of primordial braneworld black holes is described highlighting their longevity due to modified evaporation and effective accretion of radiation during the early braneworld high energy era observational abundance of various evaporation products of the black holes at different eras impose constraints on their initial mass fraction surviving primordial black holes could be candidates of dark matter present in galactic haloes we discuss gravitational lensing by braneworld black holes observables related to the relativistic images of strong field gravitational lensing could in principle be used to distinguish between different braneworld black hole metrics in future observations,http://arxiv.org/abs/astro-ph/0503473v2,Astronomy
cosmological nucleosynthesis calculations imply that there should be both nonbaryonic and baryonic dark matter recent data suggest that some of the nonbaryonic dark matter must be hot ie massive neutrinos and there may also be evidence for cold dark matter ie wimps if the baryonic dark matter resides in galactic halos it is likely to be in the form of compact objects ie machos and these would probably be the remnants of a first generation of pregalactic or protogalactic population iii stars many candidates have been proposed brown dwarfs red dwarfs white dwarfs or black holes and at various times each of these has been in vogue we review the many types of observations which can be used to constrain or exclude both baryonic and nonbaryonic dark matter candidates,http://arxiv.org/abs/gr-qc/0008005v1,Astronomy
the existence of black holes remains open to doubt until other conceivable options are excluded with this motivation we consider a model of a compact star in which most of the mass consists of dark particles of some kind and a small fraction of the mass is in the form of ordinary nucleonic gas the gas does not interact with the dark matter other than via gravity but collects at the center as a separate fermionic fluid component depending on whether the dark mass is made of fermions or bosons the objects may be called fermionfermion stars or bosonfermion stars respectively for appropriate choices of the mass of the dark matter particles these objects are viable models of black hole candidates in xray binaries we consider models with a dark mass of 10 solar masses and a range of gas mass from 106 to nearly one solar mass and analyse the bursting properties of the models when they accrete gas we show that all the models would experience thermonuclear type i xray bursts at appropriate mass accretion rates since no type i bursts have been reported from black hole candidates the models are ruled out the case for identifying black hole candidates in xray binaries as true black holes is thus strengthened,http://arxiv.org/abs/astro-ph/0401549v1,Astronomy
the evolution of dark matter in central areas of galaxies is considered the milky way is taken as an example it is driven by scattering off of dark matter particles by bulge stars their absorption by the supermassive black hole and selfannihilation this process is described by diffusion equation in the phase space of energy and angular momentum the equation was integrated for several different models of initial dark matter distribution and using various assumptions about the dynamical factors it turns out that because the milky way center is rather dynamically old 5 relaxation times tr the difference in initial conditions almost vanishes the density attains a nearly universal profile and the gammaray flux from dark matter annihilation lies in rather narrow range which enables more robust determination of the dark matter parameters by present time the mass of dark matter inside the black hole sphere of influence r2 pc has been reduced approximately twice mostly because of heating by stars it is shown that the dynamics of dark matter for ttr is determined mainly by stars outside the sphere of influence,http://arxiv.org/abs/0803.0002v2,Astronomy
i review the properties of degenerate fermion balls and investigate the dark matter distribution at galactic centers using nfw moore and isothermal density profiles i show that dark matter becomes degenerate for particles masses of a few kev at distances less than a few parsec from the center of our galaxy to explain the galactic center black hole of mass of sim 35 times 106modot and a supermassive black hole of sim 3 times 109modot at a redshift of 641 in sdss quasars the mass of the fermion ball is assumed to be between 3 times 103 modot and 35 times 106modot this constrains the mass of the dark matter particle between 06 rm kev and 82 rm kev the lower limit on the dark matter mass is improved to about rm 6 kev if exact solutions of poissons equation are used in the isothermal power law case the constrained dark matter particle could be interpreted as a sterile neutrino,http://arxiv.org/abs/astro-ph/0702167v1,Astronomy
we discuss the possibility of detecting the presence of primordial black holes pbhs such as those that might account for galactic dark matter using modification of pulsar timing residuals when pbhs pass within 1000 au and impart impulse accelerations to the earth with this technique pbhs with masses around 1025 g 01 lunar mass can be detected currently the constraints on the abundance of such dark matter candidates are weak a 30 yearlong monitoring campaign with the proposed square kilometer array ska can rule out a pbh fraction more than 110 in the solar neighborhood in the form of dark matter with mass 1025 g,http://arxiv.org/abs/astro-ph/0702586v1,Astronomy
we discuss the possibilities for primordial black holes pbhs to grow via the accretion of dark matter in agreement with previous works we find that accretion during the radiationdominated era does not lead to a significant mass increase however during matterdomination pbhs may grow by up to two orders of magnitude in mass through the acquisition of large dark matter halos we discuss the possibility of pbhs being an important component in dark matter halos of galaxies as well as their potential to explain the ultraluminous xray sources ulxs observed in nearby galactic disks we point out that although pbhs are ruled out as the dominant component of dark matter there is still a great deal of parameter space open to them playing a role in the modernday universe for example a primordial halo population of pbhs each at 1025 modot making up 01 of the dark matter grow to 1045 modot via the accumulation of dark matter halos to account for sim 10 of the dark matter mass by a redshift of z approx 30 these intermediate mass black holes may then light up when passing through molecular clouds becoming visible as ulxs at the present day or they may form the seeds for supermassive black holes at the centers of galaxies,http://arxiv.org/abs/astro-ph/0608642v1,Astronomy
abridged the thermal state of the intracluster medium results from a competition between gas cooling and heating the heating comes from two distinct sources gravitational heating from the collapse of the dark matter halo and thermal input from galaxyblack hole formation however a long standing problem has been that cosmological simulations based on smoothed particle hydrodynamics sph and eulerian mesh codes predict different results even when cooling and galaxyblack hole heating are switched off clusters formed in sph simulations show near powerlaw entropy profiles while those formed in mesh simulations develop a core and do not allow gas to reach such low entropies since the cooling rate is closely connected to the minimum entropy of the gas the differences are of potentially key importance in this paper we investigate the origin of this discrepancy by comparing simulations run using the gadget2 sph code and the flash adaptive eulerian mesh code we show that the discrepancy arises during the idealised merger of two clusters the difference is not sensitive to the resolution of our simulations nor is it is due differences in the gravity solvers galilean noninvariance of the mesh code or an effect of unsuitable artificial viscosity in the sph code instead we find that the difference is inherent to the treatment of eddies and fluid instabilities these are suppressed in the sph simulations while the cluster mergers generate strong vortices in the mesh simulations that efficiently mix the fluid and erase the low entropy gas consequently particles in the sph simulations retain a close connection to their initial entropy while this connection is much weaker in the mesh simulations we discuss the potentially profound implications of these results,http://arxiv.org/abs/0812.1750v2,Astronomy
a comparison is made of a range of proposals to include free and bound black holes as either a small component or the dominant constituent of dark matter the hypothesis that dark matter consists of atomic gravitationally bound primordial black holes is closely examined in 3space as well as in nspace it is demonstrated that for dimensions greater than 3 stable gravitational or electrostatic atoms cannot be bound by energy constraints the total number of degrees of freedom of a ddimensional body in nspace is derived so that equipartition of energy may be applied in the early universe blackbody and hawking radiation are generalized to nspace a promising new approach to black hole entropy is presented,http://arxiv.org/abs/astro-ph/0303238v2,Astronomy
in this letter we study the process of hawking radiation of a black hole assuming the existence of a limiting physical curvature scale the particular model is constructed using the limiting curvature hypothesis lch and in the context of twodimensional dilaton gravity the black hole solution exhibits properties of the standard schwarzschild solution at large values of the radial coordinate however near the center the black hole is nonsingular and the metric becomes that of de sitter spacetime the hawking temperature is calculated using the method of complex paths we find that such black holes radiate eternally and never completely evaporate the final state is an eternally radiating relic near the fundamental scale which should make a viable dark matter candidate we briefly comment on the black hole information loss problem and the production of such black holes in collider experiments,http://arxiv.org/abs/hep-th/0210016v4,Astronomy
in the standard flat cosmological constant lambda cold dark matter cdm cosmology a model of two populations of lens halos for strong gravitational lensing can reproduce the results of the jodrellbank vla astrometric survey jvas and the cosmic lens allsky survey class radio survey in such a model lensing probabilities are sensitive to three parameters the concentration parameter c1 the cooling mass scale mmathrmc and the value of the cdm power spectrum normalization parameter sigma8 the value ranges of these parameters are constrained by various observations however we found that predicted lensing probabilities are also quite sensitive to the flux density brightness ratio qmathrmr of the multiple lensing images which has been in fact a very important selection criterion of a sample in any lensing survey experiments we reexamine the above mentioned model by considering the flux ratio and galactic central super massive black holes smbhs in flat lowdensity cosmological models with different cosmic equations of state omega and find that the predicted lensing probabilities without considering qmathrmr are overestimated a low value of qmathrmr can be compensated by raising the cooling mass scale mmathrmc in fitting the predicted lensing probabilities to jvasclass observations in order to determine the cosmic equation of state omega the uncertainty in mmathrmc must be resolved the effects of smbhs cannot be detected by strong gravitational lensing method when qmathrmrleq 10,http://arxiv.org/abs/astro-ph/0306445v3,Astronomy
we study the constraints that highredshift structure formation in the universe places on warm dark matter wdm dominated cosmological models we modify the extended pressschechter formalism to derive the halo mass function in wdm models we show that our predictions agree with recent numerical simulations at low redshift over the halo masses of interest applying our model to galaxy formation at high redshift we find that the loss of power on small scales together with the delayed collapse of lowmass objects results in strong limits on the rootmeansquare velocity dispersion vrms of the wdm particles at z0 for fermions decoupling while relativistic these limits are equivalent to constraints on the mass mx of the particles the presence of a 4 billion solar mass black hole at z58 believed to power the quasar sdss 10441215 implies mx 05 kev or vrms 010 kms assuming that the quasar is unlensed and radiating at or below the eddington limit reionization by z58 also implies a limit on mx if highredshift galaxies produce ionizing photons with an efficiency similar to their z3 counterparts we find mx 12 kev or vrms 003 kms however given the uncertainties in current measurements from the proximity effect of the ionizing background at redshift 3 values of mx as low as 075 kev vrms 006 kms are not ruled out the limit weakens further if instead the ionizingphoton production efficiency is greater at high z but this limit will tighten considerably if reionization is shown in the future to have occurred at higher redshifts wdm models with mx 004 kms produce a lowluminosity cutoff in the highredshift galaxy luminosity function which is directly detectable with the next generation space telescope abridged,http://arxiv.org/abs/astro-ph/0102304v2,Astronomy
we consider a class of models for the redshift evolution between 0lsim z lsim 4 of the observed optical and xray quasar luminosity functions lfs with the following assumptions i the massfunction of dark matter halos follows the pressschechter theory ii the black hole bh mass scales linearly with the halo mass iii quasars have a constant universal lifetime and iv a thin accretion disk provides the optical luminosity of quasars while the xrayoptical flux ratio is calibrated from a sample of observed quasars the mass accretion rate dotm onto quasar bhs is a free parameter of the models that we constrain using the observed lfs the accretion rate dot m inferred from either the optical or xray data under these assumptions generally decreases as a function of cosmic time from z simeq 4 to z simeq 0 we find that a comparable accretion rate is inferred from the xray and optical lf only if the xrayoptical flux ratio decreases with bh mass near zsimeq 0 dot m drops to substantially subeddington values at which advectiondominated accretion flows adafs exist such a decline of dot m possibly followed by a transition to radiatively inefficient adafs could explain both the absence of bright quasars in the local universe and the faintness of accreting bhs at the centers of nearby galaxies we argue that a decline of the accretion rate of the quasar population is indeed expected in cosmological structure formation models,http://arxiv.org/abs/astro-ph/9810426v2,Astronomy
