Abstract,Link
"We investigate a hierarchical structure formation scenario in which galaxy
stellar cores are created from the binding energy liberated by shrinking
supermassive black hole (SMBH) binaries. The binary orbital decay heats the
surrounding stars, eroding a preexisting 1/r^2 stellar cusp. We follow the
merger history of dark matter halos and associated SMBHs via cosmological Monte
Carlo realizations of the merger hierarchy from early times to the present in a
LCDM cosmology. Massive black holes get incorporated through a series of
mergers into larger and larger halos, sink to the center owing to dynamical
friction, accrete a fraction of the gas in the merger remnant to become
supermassive, and form a binary system. Stellar dynamical processes drive the
binary to harden and eventually coalesce. A simple scheme is applied in which
the loss cone is constantly refilled and a constant density core forms due to
the ejection of stellar mass. We find that a model in which the effect of the
hierarchy of SMBH interactions is cumulative and cores are preserved during
galaxy mergers produces at the present epoch a correlation between the `mass
deficit' (the mass needed to bring a flat inner density profile to a 1/r^2
cusp) and the mass of the nuclear SMBH, with a normalization and slope
comparable to the observed relation. Models in which the mass displaced by the
SMBH binary is replenished after every major galaxy merger appear instead to
underestimate the mass deficit observed in `core' galaxies.",http://arxiv.org/abs/astro-ph/0304389v2
"It is suggested that Dark Matter in the Universe is made of stars and black
holes of WIMP matter.",http://arxiv.org/abs/astro-ph/0204375v1
"We investigate the effects of a top-heavy stellar initial mass function on
the reionisation history of the intergalactic medium (IGM). We use cosmological
simulations that include self-consistently the feedback from ionising
radiation, H_2 dissociating radiation and supernova (SN) explosions. We find
that it is difficult to reionise the IGM at z_rei>10 with stellar sources even
after making extreme assumptions. If star formation in 10^9 M_\odot galaxies is
not suppressed by SN explosions, the optical depth to Thomson scattering is
tau_e< 0.13. If we allow for the normal energy input from SNe or if
pair-instability SNe are dominant, we find taue<0.09. Assuming normal yields
for the first stars (popIII), the mean metallicity of the IGM is already
Z/Z_\odot=2x10^-3 (10^-3<Z/Z_\odot<1 in overdense regions) when the IGM mean
ionisation fraction is less than 10%. For these reasons popIII stars cannot
contribute significantly to reionisation unless the mechanical energy input
from SNe is greatly reduced and either the metal yield or the mixing efficiency
is reduced by a factor of 1000. Both problems have a solution if popIII stars
collapse to black holes. This can happen if, having masses M_*< 130 M_\odot,
they are characterised by heavy element fall-back or if, having masses M_*>260
M_\odot, they collapse directly onto black holes without exploding as SNe.If
metal-poor stars are initially important and collapse to black holes is the
typical outcome, then the secondary emission of ionising radiation from
accretion on SN induced seed black holes, might be more important than the
primary emission. Surprisingly, including feedback effects, we estimate that a
warm dark matter scenario (with particle mass of 1.25 keV) reduces tau_e by
only approximately 10%.[abridged]",http://arxiv.org/abs/astro-ph/0310331v3
"This paper reviews the field of gamma-ray astronomy and describes future
experiments and prospects for advances in fundamental physics and high-energy
astrophysics through gamma-ray measurements. We concentrate on recent progress
in the understanding of active galaxies, and the use of these sources as probes
of intergalactic space. We also describe prospects for future experiments in a
number of areas of fundamental physics, including: searches for an annihilation
line from neutralino dark matter, understanding the energetics of supermassive
black holes, using AGNs as cosmological probes of the primordial radiation
fields, constraints on quantum gravity, detection of a new spectral component
from GRBs, and the prospects for detecting primordial black holes.",http://arxiv.org/abs/astro-ph/0201160v1
"Calculations of the rate of local Primordial Black Hole explosions often
assume that the PBH's can be highly concentrated into galaxies, thereby
weakening the Page-Hawking limit on the cosmological density of PBH's. But if
the PBH's are concentrated by a factor exceeding $c/(H_\circ R_\circ) \approx 4
\times 10^5$, where $R_\circ = 8.5$ kpc is the scale of the Milky Way, then the
steady emission from the PBH's in the halo will produce an anisotropic high
latitude diffuse gamma ray intensity larger than the observed anisotropy. This
provides a limit on the rate-density of evaporating PBH's of $\lesssim
0.4$~pc$^{-3}$yr$^{-1}$ which is more than 6 orders of magnitude lower than
recent experimental limits. However, the weak observed anisotropic high
latitude diffuse gamma ray intensity is consistent with the idea that the dark
matter that closes the Universe is Planck mass remnants of evaporated black
holes.",http://arxiv.org/abs/astro-ph/9509074v1
"Recent observations have shown that, only a billion years after the Big Bang,
the Universe was already lit up by bright quasars fuelled by the infall of gas
onto supermassive black holes. The masses of these early black holes are
inferred from their luminosities to be > 10^9 solar masses, which is a
difficult theoretical challenge to explain. Like nearby quasars, the early
objects could have formed in the central cores of massive host galaxies. The
formation of these hosts could be explained if, like local large galaxies, they
were assembled gravitationally inside massive (> 10^12 solar mass) halos of
dark matter. There has hitherto been no observational evidence for the presence
of these massive hosts or their surrounding halos. Here we show that the cosmic
gas surrounding each halo must respond to its strong gravitational pull, where
absorption by the infalling hydrogen produces a distinct spectral signature.
That signature can be seen in recent data.",http://arxiv.org/abs/astro-ph/0209515v4
"In cosmological models favored by current observations, the first
astrophysical objects formed in dark matter halos at redshifts starting at
z>20, and their properties were determined by primordial H_2 molecular
chemistry. These protogalaxies were very abundant, but substantially less
massive than typical galaxies in the local Universe. Extreme metal-poor stars,
and massive black holes in their nuclei reionized the bulk of the hydrogen in
the intergalactic medium. Reionization may have taken place over an extended
redshift interval, ending around z=7. Observational probes of the process of
reionization are afforded by studying the polarization of the cosmic microwave
background anisotropies, as well as by studying the spectra and abundance of
distant Lyman alpha-emitting galaxies. Here we review theoretical expectations
on how and when the first galaxies formed, and summarize future observational
prospects of probing hydrogen reionization.",http://arxiv.org/abs/astro-ph/0304131v1
"The rate of accretion of matter from a solar-type star onto a primordial
black hole (PBH) that passes through it is calculated. The probability that a
PBH is captured into an orbit around a star in a galaxy is found. The mean
lifetime of the PBH in such an orbit and the rate of orbital captures of PBHs
in the galaxy are calculated. It is shown that this rate does not depend on the
mass of the PBH. This mechanism cannot make an appreciable contribution to the
rate of observed gamma-ray bursts. The density of PBHs in the galaxy can reach
a critical value - the density of the mass of dark matter in the galaxy.",http://arxiv.org/abs/0710.5275v1
"We show that a spherical electroweak domain wall is formed around a small
black hole and this is a general property of the Hawking radiation in the
vacuum of the Standard Model. The wall appears not only for the first order
phase transition in the electroweak theory but also for the second order one
because the black hole heats up its neighborhood locally by the Hawking
radiation in any case. We propose a model for unifying the origin of the baryon
number and the cold dark matter in our universe by using properties of the
primordial black hole with a mass of several hundred kilograms. The interaction
between our wall and the Hawking-radiated-particles can create a baryon number
which is proportional to the mass of the black hole as well as the CP broken
phase in the extension of the Standard Model. Our model can explain both the
baryon-entropy ratio B/S \sim 10^{-10} and the energy density of the dark
matter, provided that the following three conditions are satisfied: (i) the
primordial black holes dominate in the early universe, (ii) the CP broken phase
in the wall is in the order of one and (iii) any black hole leaves a stable
remnant with a Planck mass after its evaporation. Our model also predicts a
cosmological graviton background with a peak-energy 120 \sim 280 eV in the
present universe.",http://arxiv.org/abs/hep-ph/0104160v1
"We present some simple models to determine whether or not the accretion of
cold dark matter by supermassive black holes is astrophysically important.
Contrary to some claims in the literature, we show that supermassive black
holes cannot significantly alter a power law density cusp via accretion,
whether during mergers or in the steady state.",http://arxiv.org/abs/astro-ph/0210658v1
"We review the consequences of the growth and evolution of Black Holes on the
distribution of stars and Dark Matter (DM) around them. We focus in particular
on Supermassive and Intermediate Mass Black Holes, and discuss under what
circumstances they can lead to significant overdensities in the surrounding
distribution of DM, thus effectively acting as DM annihilation boosters.",http://arxiv.org/abs/0711.3148v1
"We assess models for the assembly of supermassive black holes (SMBHs) at the
center of galaxies that trace their hierarchical build-up far up in the dark
halo `merger tree'. We assume that the first `seed' black holes (BHs) formed in
(mini)halos collapsing at z=20 from high-sigma density fluctuations. As these
pregalactic holes become incorporated through a series of mergers into larger
and larger halos, they sink to the center owing to dynamical friction, accrete
a fraction of the gas in the merger remnant to become supermassive, form a
binary system, and eventually coalesce. The merger history of dark matter halos
and associated BHs is followed by cosmological Monte Carlo realizations of the
merger hierarchy. A simple model, where quasar activity is driven by major
mergers and SMBHs accrete at the Eddington rate a mass that scales with the
fifth power of the velocity dispersion, is shown to reproduce the optical LF of
quasars in the redshift range 1<z<4. Binary and triple BH interactions are
followed in our merger tree. The assumptions underlying our scenario lead to
the prediction of a population of massive BHs wandering in galaxy halos and the
intergalactic medium at the present epoch, and contributing <10% to the total
BH mass density. At all epochs the fraction of binary SMBHs in galaxy nuclei is
of order 10%, while the fraction of binary quasars is less than 0.3%",http://arxiv.org/abs/astro-ph/0207276v3
"Results from string theory conclude that a spatial dimension R is equivalent
to *'/R. If R is considered as a four-space dimension, several interesting
results emerge. In this paradigm, *'/R exists in a time-reversed, ""anti-
parallel"" universe. Cosmological distances in our real-time universe are
equivalent to the compact dimensions at the instant of a Big Bang in a time-
inverted universe. This model agrees with standard black hole theory in that
particles become frozen in time when they reach the 'singularity' (of dimension
alpha'). A particle which enters a black hole in real time exits from the Big
Bang or ""white hole"" in the time-inverted universe, leaving behind a trace of
annihilation radiation. A diagram of this phenomenon is constructed, consistent
with existing knowledge of the early universe. The primordeal black holes
predicted by Hawking are required. A cyclic universe is described by M^2\p,n +
T^2\n = 1. The ""missing mass"" proscribed by standard closed- universe theories
is not required. This result is useful if experimental evidence in the search
for dark matter continues to leave a significant ""missing mass"" - and
particularly in light of more recent observations indicating that, in fact,
inflation continues at a much reduced rate.",http://arxiv.org/abs/astro-ph/0007100v1
"Anisotropic emission of gravitational waves during the merger or formation of
black holes can lead to the ejection of these black holes from their host
galaxies. A recoiled black hole which moves on an almost radial bound orbit
outside the virial radius of its central galaxy, in the cold dark matter
background, reaches its apapsis in a finite time. The low value of dark matter
velocity dispersion at high redshifts and also the black hole velocity near the
apapsis passage yield a high-density wake around these black holes. Gamma-ray
emission can result from the enhancement of dark matter annihilation in these
wakes. The diffuse high-energy gamma-ray background from the ensemble of such
black holes in the Hubble volume is also evaluated.",http://arxiv.org/abs/0802.2534v1
"How and when did the first generation of stars form at the end of the cosmic
dark ages? Quite generically, within variants of the cold dark matter model of
cosmological structure formation, the first sources of light are expected to
form in ~ 10^{6} M_sun dark matter potential wells at redshifts z > 20. I
discuss the physical processes that govern the formation of the first stars.
These so-called Population~III stars are predicted to be predominantly very
massive, and to have contributed significantly to the early reionization of the
intergalactic medium. Such an early reionization epoch is inferred from the
recent measurement of the Thomson optical depth by the {\it WMAP} satellite. I
address the importance of heavy elements in bringing about the transition from
an early star formation mode dominated by massive stars, to the familiar mode
dominated by low mass stars, at later times, and present possible observational
probes. This transition could have been gradual, giving rise to an
intermediate-mass population of still virtually metal-free stars (``Population
II.5''). These stars could have given rise to the peculiar class of black-hole
forming supernovae inferred from the abundance pattern of extremely iron-poor
stars.",http://arxiv.org/abs/astro-ph/0509354v1
"In Figure 6 we inadvertently labeled the proxy circular velocity as the
virial velocity of the dark matter halo instead of what is actually plotted,
the maximum circular velocity of the dark matter halo. The maximum halo
circular velocity is a much better estimate of the disk V_c than is V_vir. This
confusion influenced the discussion of the Tully-Fisher relation in our paper.
In fact, Figure 6 demonstrates that it is possible to simultaneously reproduce
both the local Tully-Fisher relation and luminosity function using
semi-analytic techniques applied to the standard LCDM cosmology, thus
contradicting previous studies of this issue and our own discussion in Section
3.6.",http://arxiv.org/abs/astro-ph/0602065v1
"Galaxies are complex systems the evolution of which apparently results from
the interplay of dynamics, star formation, chemical enrichment, and feedback
from supernova explosions and supermassive black holes. The hierarchical theory
of galaxy formation holds that galaxies are assembled from smaller pieces,
through numerous mergers of cold dark matter. The properties of an individual
galaxy should be controlled by six independent parameters including mass,
angular-momentum, baryon-fraction, age and size, as well as by the accidents of
its recent haphazard merger history. Here we report that a sample of galaxies
that were first detected through their neutral hydrogen radio-frequency
emission, and are thus free of optical selection effects, shows five
independent correlations among six independent observables, despite having a
wide range of properties. This implies that the structure of these galaxies
must be controlled by a single parameter, although we cannot identify this
parameter from our dataset. Such a degree of organisation appears to be at odds
with hierarchical galaxy formation, a central tenet of the cold dark matter
paradigm in cosmology.",http://arxiv.org/abs/0811.1554v1
"There have been proposals that primordial black hole remnants (BHRs) are the
dark matter, but the idea is somewhat vague. Recently we argued that the
generalized uncertainty principle (GUP) may prevent black holes from
evaporating completely, in a similar way that the standard uncertainty
principle prevents the hydrogen atom from collapsing. We further noted that the
hybrid inflation model provides a plausible mechanism for production of large
numbers of small black holes. Combining these we suggested that the dark matter
might be composed of Planck-size BHRs. In this paper we briefly review these
arguments, and discuss the reheating temperature as a result of black hole
evaporation.",http://arxiv.org/abs/astro-ph/0305025v1
"The connection between dark matter and giant black holes in the galactic
nuclei is investigated. The joint evolution of dark and luminous matter in
averaged self-consistent gravitational potential is considered. It is shown
that the distribution of dark matter remains spherically symmetric even in
presence of essential asymmetry of luminous matter in the galaxy.
  The kinetic equation describing evolution of dark matter particles
distribution function which takes into account their dynamics in gravitational
potential and scattering on stars is derived. It is shown that significant flux
of dark matter on a seed black hole in the center of galaxy should appear. The
growth law of seed black hole due to absorption of dark matter is derived. It
appears that during the lifetime of galaxy the seed black hole should grow
significantly, up to observed value. Brief analysis of observational data shows
that the presented theory is in reasonable agreement with observations.",http://arxiv.org/abs/astro-ph/0306490v2
"In this paper we consider dark matter particle annihilation in the
gravitational field of black holes. We obtain exact distribution function of
the infalling dark matter particles, and compute the resulting flux and spectra
of gamma rays coming from the objects. It is shown that the dark matter density
significantly increases near a black hole. Particle collision energy becomes
very high affecting relative cross-sections of various annihilation channels.
We also discuss possible experimental consequences of these effects.",http://arxiv.org/abs/0805.0124v2
"A review of the present observational and theoretical status of elliptical
galaxies is presented with the aim to clarify whether the monolithic or the
hierarchical, is a more viable scenario for the origin of these structures. We
describe the dynamical structure of elliptical galaxies using photometric and
spectroscopic data, in particular 3D observations from integral field
spectrographs, with emphasis on properties such as brightness distribution,
velocity profiles, central structures like ""cuspy"" profiles and ""cores"", as
well as central supermassive black holes.
  We also report on the main relations between these quantities like the
fundamental plane and colour-luminosity diagram. We present observational
evidences for the presence of dark matter in the elliptical galaxies and
examine the theories of galaxy formation within the framework of a cold dark
matter cosmological model. We discuss the formation of large-scale structure,
Press-Schechter theory and universal density profile of dark matter halos.
Subsequently, gas dynamics, star formation, feedback, angular momentum,
morphology and the epoch of galaxy formation are studied and comparison between
disks and spheroids are made. Valuable insights into the formation epoch of
elliptical galaxies are provided by deriving the mean metallicities and ages at
different redshifts through the study of different population synthesis models
(single-burst and evolutionary models) in particular the magnesium to iron
ratio.",http://arxiv.org/abs/astro-ph/0301248v1
"We have used the hydrodynamical AMR code ENZO to investigate the dynamical
evolution of the gas at the centre of dark matter haloes with virial velocities
of ~ 20 - 30 kms and virial temperatures of ~ 13000-30000 K at z ~ 15 in a
cosmological context. The virial temperature of the dark matter haloes is above
the threshold where atomic cooling by hydrogen allows the gas to cool and
collapse. We neglect cooling by molecular hydrogen and metals, as may be
plausible if H_2 cooling is suppressed by a meta-galactic Lyman-Werner
background or an internal source of Lyman-Werner photons, and metal enrichment
has not progressed very far. The gas in the haloes becomes gravitationally
unstable and develops turbulent velocities comparable to the virial velocities
of the dark matter haloes. Within a few dynamical times it settles into a
nearly isothermal density profile over many decades in radius losing most of
its angular momentum in the process. About 0.1 - 1 % of the baryons, at the
centre of the dark matter haloes, collapse into a self-gravitating, fat,
ellipsoidal, centrifugally supported exponential disc with scale-length of ~
0.075-0.27 pc and rotation velocities of 25-60 kms. We are able to follow the
settling of the gas into centrifugal support and the dynamical evolution of the
compact disc in each dark matter halo for a few dynamical times. The dynamical
evolution of the gas at the centre of the haloes is complex. In one of the
haloes the gas at the centre fragments into a triple system leading to strong
tidal perturbations and eventually to the in-fall of a secondary smaller clump
into the most massive primary clump. The formation of centrifugally supported
self-gravitating massive discs is likely to be an important intermediary stage
en route to the formation of a massive black hole seed.",http://arxiv.org/abs/0810.0024v1
"(Abridged) This is the second of two companion papers on the interior
structure of self-similar accreting charged black holes. In the first paper,
the black hole was allowed to accrete only a single fluid of charged baryons.
In this second paper, the black hole is allowed to accrete in addition a
neutral fluid of almost non-interacting dark matter. Relativistic streaming
between outgoing baryons and ingoing dark matter leads to mass inflation near
the inner horizon. When enough dark matter has been accreted that the center of
mass frame near the inner horizon is ingoing, then mass inflation ceases and
the fluid collapses to a central singularity. A null singularity does not form
on the Cauchy horizon. Although the simultaneous presence of ingoing and
outgoing fluids near the inner horizon is essential to mass inflation, reducing
one or other of the ingoing dark matter or outgoing baryonic streams to a trace
relative to the other stream makes mass inflation more extreme, not the other
way round as one might naively have expected. Consequently, if the dark matter
has a finite cross-section for being absorbed into the baryonic fluid, then the
reduction of the amount of ingoing dark matter merely makes inflation more
extreme, the interior mass exponentiating more rapidly and to a larger value
before mass inflation ceases. However, if the dark matter absorption
cross-section is effectively infinite at high collision energy, so that the
ingoing dark matter stream disappears completely, then the outgoing baryonic
fluid can drop through the Cauchy horizon. In all cases, the solutions do not
depend on what happens in the infinite past or future. We discuss in some
detail the physical mechanism that drives mass inflation.",http://arxiv.org/abs/gr-qc/0411062v2
"We study the gas metallicity of quasar hosts using cosmological hydrodynamic
simulations of the Lambda-cold dark matter model. Galaxy formation in the
simulations is coupled with a prescription for black hole activity enabling us
to study the evolution of the metal enrichment in quasar hosts and hence
explore the relationship between star/spheroid formation and black hole
growth/activity. We find a steep radial metallicity gradient in quasar host
galaxies, with gas metallicities close to solar values in the outer parts but
becoming supersolar in the center. The hosts of the rare bright quasars at
z~5-6 have star formation rates of several hundred solar masses per year and
halo masses of order ~10^12 solar masses. Already at these redshifts they have
supersolar (Z ~2-3 solar) central metallicities, with a mild dependence of
metallicity on luminosity, consistent with observed trends. The mean value of
metallicity is sensitive to the assumed quasar lifetime, providing a useful new
probe of this parameter. We find that lifetimes from 10^7-4x10^7yr are favored
by comparison to observational data. In both the models and observations, the
rate of evolution of the mean quasar metallicity as a function of redshift is
generally flat out to z ~ 4-5. Beyond the observed redshift range and out to
redshift z ~ 6-8, we predict a slow decline of the mean central metallicity
towards solar and slightly subsolar values as we approach the epoch of the
first significant star formation activity",http://arxiv.org/abs/astro-ph/0309533v2
"A central supermassive black hole (SMBH) with a mass $10^6-10^9 M_\odot$
appears to be a common feature in nearby galaxies and the likely power source
in quasars and active galactic nuclei. We demonstrate that the formation of a
central black hole is a natural and inevitable consequence of the gravothermal
catastrophe in a self-interacting dark matter (SIDM) halo. Through gravothermal
evolution driven by collisional relaxation, an SIDM halo will form a massive
inner core whose density and velocity dispersion will increase secularly in
time. Eventually, the inner core arrives at a relativistic radial instability
and undergoes dynamical collapse to a black hole. The initial mass of the black
hole will be $10^{-8}-10^{-6}$ of the total mass of the halo. We show that if
at formation the overdensity in the SIDM halo is not too large, SMBHs in the
observed mass range can form directly in very massive halos following core
collapse. Alternatively, with large overdensities, moderate mass halos undergo
core collapse to form central seed black holes of intermediate mass, and these
holes can then merge and/or accrete to reach the SMBH range. Forming SMBHs by
core collapse in SIDM halos requires no baryons, no prior epoch of star
formation and no other mechanism of forming black holes seeds.",http://arxiv.org/abs/astro-ph/0111176v3
"We simulate the ionization environment of z ~ 20 luminous objects formed
within the framework of the current CDM cosmology and compute their UV escape
fraction. These objects are likely single very massive stars that are copious
UV emitters. We present analytical estimates as well as one--dimensional
radiation hydrodynamical calculations of the evolution of these first HII
regions in the universe. The initially D--type ionization front evolves to
become R--type within $\lesssim 10^5$ yrs at a distance $\sim1$ pc. This
ionization front then completely overruns the halo, accelerating an expanding
shell of gas outward to velocities in excess of 30 km s$^{-1}$, about ten times
the escape velocity of the confining dark matter halo. We find that the
evolution of the HII region depends only weakly on the assumed stellar ionizing
luminosities. Consequently, most of the gas surrounding the first stars will
leave the dark halo whether or not the stars produce supernovae. If they form
the first massive seed black holes these are unlikely to accrete within a
Hubble time after they formed until they are incorporated into larger dark
matter halos that contain more gas. Because these I--fronts exit the halo on
timescales much shorter than the stars' main sequence lifetimes their host
halos have UV escape fractions of $\gtrsim 0.95$, fixing an important parameter
for theoretical studies of cosmological hydrogen reionization.",http://arxiv.org/abs/astro-ph/0310283v2
"Model of supermassive black holes formation inside the clusters of primordial
black holes is developed. Namely, it is supposed, that some mass fraction of
the universe ~10^-3 is composed of the compact clusters of primordial (relic)
black holes, produced during phase transitions in the early universe. These
clusters are the centers of dark matter condensation. We model the formation of
protogalaxies with masses about 2*10^8M_sun at the redshift z=15. These induced
protogalaxies contain central black holes with mass ~10^5M_sun and look like
dwarf spheroidal galaxies with central density spike. The subsequent merging of
induced protogalaxies and ordinary dark matter haloes corresponds to the
standard hierarchical clustering scenario of large-scale structure formation.
The coalescence of primordial black holes results in formation of supermassive
black holes in the galactic centers. As a result, the observed correlation
between the masses of central black holes and velocity dispersion in the
galactic bulges is reproduced.",http://arxiv.org/abs/0801.0885v1
"There have been proposals that primordial black hole remnants (BHRs) are the
dark matter, but the idea is somewhat vague. We argue here first that the
generalized uncertainty principle (GUP) may prevent black holes from
evaporating completely, in a similar way that the standard uncertainty
principle prevents the hydrogen atom from collapsing. Secondly we note that the
hybrid inflation model provides a plausible mechanism for production of large
numbers of small black holes. Combining these we suggest that the dark matter
might be composed of Planck-size BHRs and discuss the possible constraints and
signatures associated with this notion.",http://arxiv.org/abs/astro-ph/0303349v2
"In cuspy atmospheres, jets driven by supermassive black holes (BHs) offset
radiative cooling. The jets fire episodically, but often enough that the cuspy
atmosphere does not move very far towards a cooling catastrophe in the
intervals of jet inactivity. The ability of energy released on the sub-parsec
scale of the BH to balance cooling on scales of several tens of kiloparsecs
arises through a combination of the temperature sensitivity of the accretion
rate and the way in which the radius of jet disruption varies with ambient
density. Accretion of hot gas does not significantly increase BH masses, which
are determined by periods of rapid BH growth and star formation when cold gas
is briefly abundant at the galactic centre. Hot gas does not accumulate in
shallow potential wells. As the Universe ages, deeper wells form, and
eventually hot gas accumulates. This gas soon prevents the formation of further
stars, since jets powered by the BH prevent it from cooling, and it mops up
most cold infalling gas before many stars can form. Thus BHs set the upper
limit to the masses of galaxies. The formation of low-mass galaxies is
inhibited by a combination of photo-heating and supernova-driven galactic
winds. Working in tandem these mechanisms can probably explain the profound
difference between the galaxy luminosity function and the mass function of dark
halos expected in the cold dark matter cosmology.",http://arxiv.org/abs/astro-ph/0407238v1
"The tight correlation between galaxy bulges and their central black hole
masses likely emerges in a phase of rapid collapse and starburst at high
redshift, due to the balance of gravity on gas with the feedback force from
starbursts and the wind from the black hole; the average gravity on per unit
mass of gas is ~ 2 x 10^-10 m/sec^2 during the star burst phase. This level of
gravity could come from the real r^{-1} cusps of Cold Dark Matter (CDM) halos,
but the predicted gravity would have a large scatter due to dependence on
cosmological parameters and formation histories. Better agreement is found with
the gravity from the scalar field in some co-variant versions of MOND, which
can create the mirage of a Newtonian effective dark halo of density Pi r^{-1}
near the center, where the characteristic surface density Pi=130alpha^{-1} Msun
pc^{-2} and alpha is a fundamental constant of order unity fixed by the
Lagrangian of the co-variant theory if neglecting environmental effects.
  We show with a toy analytical model and a hydrodynamical simulation that a
constant background gravity due to MOND/TeVeS scalar field implies a critical
pressure synchronizing starbursts and the formation of galaxy bulges and
ellipticals. A universal threshold for the formation of the brightest regions
of galaxies in a MONDian universe suggests that the central BHs, bulges and
ellipticals would respect tight correlations like the M_{bulge}-M_{BH}-sigma
relations. In general MOND tends to produce tight correlations in galaxy
properties because its effective halo has less freedom and scatter than CDM
halos.",http://arxiv.org/abs/0802.1073v3
"Small,quiescent black holes can be considered as candidates for the missing
dark matter of the universe,and as the core energy source of ball lightning.By
means of gravitational tunneling,directed radiation is emitted from black holes
in a process much attenuated from that of Hawking radiation,P SH, which has
proven elusive to detect.Gravitational tunneling emission is similar to
electric field emission of electronsfrom a metal in that a second body is
involved which lowers the barrier and gives the barrier a finite rather than
infinite width.Hawking deals with a single isolated black hole.",http://arxiv.org/abs/astro-ph/0212251v1
"We study the cross-correlation between quasars and galaxies by embedding
models for the formation and evolution of the two populations in cosmological
N-body simulations. We adopt the quasar evolution model of Kauffmann & Haehnelt
(2000), in which supermassive black holes are formed and fuelled during major
mergers. We define the `bias' parameter b_QG as the ratio of the
cross-correlation function xi_QG to the galaxy auto-correlation function xi_GG.
On scales larger than 1 h^{-1} Mpc, the values of b_QG predicted by our models
at low redshift depend very little on galaxy selection. They measure the
characteristic mass of the dark matter halos that host quasars and can be used
to estimate the typical quasar lifetime. In current redshift surveys, such
measurements will constrain the lifetimes of low z quasars more accurately than
measurements of the quasar auto-correlation function, because galaxies have
much higher space densities than quasars. On scales smaller than 1 h^{-1} Mpc,
the main contribution to xi_QG comes from quasar/galaxy pairs in the same dark
matter halo. The amplitude of xi_QG depends both on the location of the host
galaxy and on the density profile of other galaxies within the halo. As a
result, measurements on these scales yield information about the processes
responsible for fuelling super- massive black holes. At high redshifts, our
models predict that quasars of fixed luminosity are located in less massive
halos than at low redshift. They are therefore less biased relative to galaxies
of given luminosity or stellar mass. We have used the simulations to calculate
the evolution of the quasar auto- correlation function. We find that models
with quasar lifetimes in the range 10^6-10^7 years provide a good match to the
results of the 2dF QSO survey.",http://arxiv.org/abs/astro-ph/0108275v1
"Using Very Long Baseline Interferometry we have searched a sample of 300
compact radio sources for examples of multiple imaging produced by
gravitational lensing; no multiple images were found with separations in the
angular range 1.5--50 milliarcsec. This null result allows us to place a limit
on the cosmological abundance of intergalactic supermassive compact objects in
the mass range $\sim 10^{6}$ to $\sim 10^{8}$M$_{\odot}$; such objects cannot
make up more than $\sim 1%$ of the closure density (95% confidence). A
uniformly distributed population of supermassive black holes forming soon after
the Big Bang do not, therefore, contribute significantly to the dark matter
content of the Universe.",http://arxiv.org/abs/astro-ph/0101328v1
"In popular cold dark matter cosmological scenarios, stars may have first
appeared in significant numbers around a redshift of 10 or so, as the gas
within protogalactic halos with virial temperatures in excess of 20,000 K
(corresponding to masses comparable to those of present--day dwarf ellipticals)
cooled rapidly due to atomic processes and fragmented. It is this `second
generation' of subgalactic stellar systems, aided perhaps by an early
population of accreting black holes in their nuclei, which may have generated
the ultraviolet radiation and mechanical energy that ended the cosmic ``dark
ages'' and reheated and reionized most of the hydrogen in the cosmos by a
redshift of 6. The detailed history of the universe during and soon after these
crucial formative stages depends on the power--spectrum of density fluctuations
on small scales and on a complex network of poorly understood `feedback'
mechanisms, and is one of the missing link in galaxy formation and evolution
studies. The astrophysics of the epoch of first light is recorded in the
thermal state, ionization degree, and chemical composition of the intergalactic
medium, the main repository of baryons at high redshifts.",http://arxiv.org/abs/astro-ph/0208045v1
"The first luminous objects in the concordance cosmology form by molecular
hydrogen cooling in dark matter dominated halos of masses ~10^6 M_sun. We use
Eulerian adaptive mesh refinement simulations to demonstrate that in the
presence of a large soft ultraviolet radiation background, molecular hydrogen
is the dominant coolant. Even for very large radiation backgrounds, the halo
masses that cool and collapse are up to two orders of magnitude smaller than
the halos that cool via atomic hydrogen line cooling. The abundance of cooling
halos and the cosmic mass fraction contained within them depends exponentially
on this critical mass scale. Consequently, the majority of current models of
cosmological reionization, chemical evolution, supermassive black hole
formation, and galaxy formation underestimate the number of star forming
progenitors of a given system by orders of magnitude. At the highest redshifts,
this disagreement is largest. We also show that even in the absence of residual
electrons, collisional ionization in central shocks create a sufficient amount
of electrons to form molecular hydrogen and cool the gas in halos of virial
temperatures far below the atomic cooling limit.",http://arxiv.org/abs/0707.2059v2
"High resolution, deep imaging surveys are instrumental in setting constraints
on semi-analytical structure formation models in Cold Dark Matter (CDM)
cosmologies. We show here that the lack of unresolved B-band ``dropouts'' with
V > 25 mag in the Hubble Deep Field (HDF) appears to be inconsistent with the
expected number of quasars if massive black holes form with a constant
universal efficiency in all CDM halos. To reconcile the models with the data, a
mechanism is needed that suppresses the formation of quasars in halos with
circular velocities v(circ) < 50-75 km/s. This feedback naturally arises due to
the photoionization heating of the gas by the UV background. We consider
several alternative effects that would help reduce the quasar number counts,
and find that these can not alone account for the observed lack of detections.
If reddening by dust can be neglected at early epochs, consistency with the
optical data also requires that the luminous extent of dwarf galaxies at high
redshifts be larger than a few percent of the virial radii of their dark matter
halos, in order not to overpredict the number of point-like B-band dropouts.
Future deep observations in the J and H bands with NICMOS might reveal several
z > 5 objects per field or provide even stronger constraints on the models than
existing B, V, and I data.",http://arxiv.org/abs/astro-ph/9805258v1
